x;0;1;2;3;4;5
ID;timeLimit;Count;freqdes;freqasc;limitpdes;limitpasc
306;2;50;3;4;4.5;0.75
307;2;50;10;11;2.25;1.5
308;2;50;1;2;0.75;1
309;2;50;10;11;2.75;1.5
310;2;50;10;11;3.25;1.5
311;2;50;1;2;1.75;1
312;2;50;30;31;4;0
313;2;50;10;11;0.5;1
314;2;50;3;4;4.25;2.25
315;2;50;10;11;3.25;1.25
316;2;50;3;4;4.5;1
317;2;50;10;11;2.75;1.75
318;2;50;30;31;1.5;0
319;2;50;3;4;3.25;1.75
320;2;50;10;11;4.75;1.25
321;2;50;10;11;2;2.25
322;2;50;3;4;3.5;2
323;2;50;1;2;1.25;1.25
324;2;50;3;4;4.75;2.25
325;2;50;1;2;2;0.75
326;2;50;30;31;1.25;0
327;2;50;30;31;0.75;0
328;2;50;3;4;3.5;2.5
329;2;50;10;11;1.25;2.5
330;2;50;1;2;0.75;0.75
331;2;50;3;4;2.75;2
332;2;50;10;11;2;2.5
333;2;50;10;11;4.5;1.5
334;2;50;30;31;2.5;0
335;2;50;30;31;3.5;0.25
336;2;50;10;11;1.5;2.25
337;2;50;10;11;3;1.25
338;2;50;30;31;4.75;0
339;2;50;1;2;2.5;0.5
340;2;50;10;11;1.25;2
341;2;50;10;11;1;1.75
342;2;50;10;11;3.75;1.75
343;2;50;3;4;1.5;2.75
344;2;50;3;4;2.25;2.75
345;2;50;30;31;5;0
346;2;50;30;31;1;0
347;2;50;10;11;5;1.25
348;2;50;1;2;3.75;0.25
349;2;50;30;31;3.25;0
350;2;50;30;31;1;0.5
351;2;50;10;11;4.5;2.75
352;2;50;3;4;3;2
353;2;50;1;2;1.5;1.25
354;2;50;3;4;3.75;2.75
355;2;50;30;31;2.25;0.25
356;2;50;30;31;4.25;0
357;2;50;30;31;2.75;0.25
358;2;50;30;31;3;0.25
359;2;50;10;11;4.5;1
360;2;50;30;31;4.5;0
361;2;50;3;4;1.25;2.75
362;2;50;30;31;3;0
363;2;50;30;31;3.5;0
364;2;50;3;4;1.75;2.5
365;2;50;10;11;1.75;2.25
366;2;50;30;31;1.75;0.25
367;2;50;30;31;1.75;0
368;2;50;10;11;2;2
369;2;50;10;11;4;2
370;2;50;10;11;2.5;2.5
371;2;50;3;4;1.25;3.25
372;2;50;30;31;0.5;0
373;2;50;10;11;4.25;2
374;2;50;10;11;3.75;2
375;2;50;30;31;2;0
376;2;50;10;11;4.75;1.5
377;2;50;30;31;4;0.25
378;2;50;10;11;5;1.5
379;2;50;30;31;1;4
380;2;50;1;2;3.5;0.25
381;2;50;3;4;3.5;2.25
382;2;50;3;4;3;1.5
383;2;50;30;31;3.75;0
384;2;50;30;31;4.5;0.25
385;2;50;30;31;3.75;1
386;2;50;30;31;3.25;0.75
387;2;50;10;11;1.75;1.5
388;2;50;10;11;2;1.75
389;2;50;30;31;1.25;0.25
390;2;50;30;31;2.25;0
391;2;50;10;11;4;3
392;2;50;30;31;1;1
393;2;50;10;11;1;2.25
394;2;50;30;31;3.75;0.25
395;2;50;30;31;3.25;0.5
396;2;50;10;11;3;1.5
397;2;50;10;11;3.75;1.25
398;2;50;30;31;4;4.25
399;2;50;30;31;1;3.75
400;2;50;30;31;1;0.25
401;2;50;30;31;1.75;0.5
402;2;50;30;31;1.25;0.5
403;2;50;10;11;4.25;1.5
404;2;50;30;31;2.5;0.25
405;2;50;3;4;2;3
406;2;50;30;31;0.5;0.25
407;2;50;30;31;0.75;1.25
408;2;50;30;31;1.5;0.25
409;2;50;3;4;4.5;2.25
410;2;50;30;31;0.75;0.25
411;2;50;3;4;4.75;2.5
412;2;50;3;4;3.5;1.5
413;2;50;30;31;2.5;0.5
414;2;50;3;4;5;2.5
415;2;50;1;2;2;1
416;2;50;30;31;3.5;1
417;2;50;30;31;2.5;1.25
418;2;50;30;31;4.25;0.25
419;2;50;3;4;4.75;2.75
420;2;50;30;31;3.75;0.5
421;2;50;10;11;4.5;2.5
422;2;50;10;11;4;2.25
423;2;50;30;31;2.25;0.75
424;2;50;30;31;2.75;0.5
425;2;50;30;31;4.25;0.5
426;2;50;10;11;1.75;2.5
427;2;50;1;2;2.25;0.5
428;2;50;10;11;4.75;1.75
429;2;50;1;2;0.5;0.25
430;2;50;3;4;4.25;2.5
431;2;50;10;11;4.75;2.5
432;2;50;30;31;4.75;4
433;2;50;30;31;1.75;0.75
434;2;50;30;31;1.5;2.75
435;2;50;10;11;4.5;2.25
436;2;50;30;31;2.75;1.75
437;2;50;30;31;0.75;0.5
438;2;50;30;31;2.75;0.75
439;2;50;30;31;4.75;0.5
440;2;50;3;4;0.75;2
441;2;50;30;31;2;0.25
442;2;50;10;11;4.75;2.25
443;2;50;30;31;3.25;0.25
444;2;50;30;31;2.75;0
445;2;50;1;2;1.75;1.25
446;2;50;3;4;2;2.75
447;2;50;30;31;5;0.25
448;2;50;30;31;4.5;1
449;2;50;3;4;3.25;2.25
450;2;50;30;31;4.75;0.25
451;2;50;10;11;1.5;2
452;2;50;10;11;4.25;1.25
453;2;50;10;11;2.25;2.25
454;2;50;30;31;2.25;0.5
455;2;50;30;31;3;0.75
456;2;50;30;31;4.75;0.75
457;2;50;3;4;5;2.75
458;2;50;30;31;3;1.75
459;2;50;30;31;3.75;0.75
460;2;50;30;31;4.5;0.5
461;2;50;30;31;1;0.75
462;2;50;30;31;1.25;1.75
463;2;50;30;31;0.75;2.75
464;2;50;30;31;3.5;0.5
465;2;50;30;31;4.5;1.25
466;2;50;30;31;2.5;1
467;2;50;10;11;3.25;1.75
468;2;50;30;31;2.5;0.75
469;2;50;10;11;5;3.75
470;2;50;10;11;2.75;2
471;2;50;30;31;1;1.25
472;2;50;30;31;2.75;1.25
473;2;50;30;31;3;1.25
474;2;50;30;31;4;1.25
475;2;50;30;31;0.5;0.5
476;2;50;30;31;4;0.75
477;2;50;30;31;2.75;1
478;2;50;30;31;0.75;1
479;2;50;30;31;2;1
480;2;50;30;31;3;3
481;2;50;30;31;5;1
482;2;50;1;2;1.5;1.5
483;2;50;30;31;4.5;5
484;2;50;30;31;2.75;4.75
485;2;50;3;4;0.5;0.75
486;2;50;30;31;4.5;0.75
487;2;50;10;11;3.25;2.25
488;2;50;30;31;1.25;1.5
489;2;50;10;11;3.5;3.75
490;2;50;30;31;3;1
491;2;50;1;2;1;1.25
492;2;50;10;11;4.5;1.25
493;2;50;30;31;3.5;3
494;2;50;30;31;3.75;1.25
495;2;50;30;31;1;1.5
496;2;50;10;11;3.75;2.75
497;2;50;30;31;4.25;1.25
498;2;50;30;31;1.5;0.75
499;2;50;1;2;2;1.25
500;2;50;10;11;0.75;2.25
501;2;50;10;11;5;2.25
502;2;50;30;31;4.75;1
503;2;50;3;4;1.25;3.5
504;2;50;30;31;2;4
505;2;50;30;31;0.5;1.25
506;2;50;30;31;4.25;1
507;2;50;10;11;2.5;2.75
508;2;50;30;31;4;1.5
509;2;50;30;31;4;0.5
510;2;50;10;11;4;2.5
511;2;50;30;31;2.25;1
512;2;50;30;31;5;0.5
513;2;50;30;31;0.75;0.75
514;2;50;3;4;0.75;1.75
515;2;50;30;31;0.75;2.5
516;2;50;30;31;4.25;0.75
517;2;50;30;31;1.25;2.75
518;2;50;30;31;0.75;2
519;2;50;10;11;3.75;2.25
520;2;50;30;31;1.25;4.75
521;2;50;30;31;4.25;4.5
522;2;50;3;4;3.75;2.5
523;2;50;30;31;2;1.5
524;2;50;30;31;1.5;1
525;2;50;30;31;3.25;1
526;2;50;30;31;1.25;3
527;2;50;30;31;1.5;0.5
528;2;50;30;31;3.5;1.5
529;2;50;30;31;1.75;1.25
530;2;50;30;31;3;0.5
531;2;50;30;31;2.25;2.5
532;2;50;30;31;1.75;2.5
533;2;50;30;31;2;0.5
534;2;50;30;31;1.5;2.25
535;2;50;30;31;1.25;1.25
536;2;50;30;31;1;2.5
537;2;50;30;31;2.25;3
538;2;50;10;11;3;1.75
539;2;50;3;4;3;1.75
540;2;50;30;31;5;1.25
541;2;50;30;31;1;1.75
542;2;50;30;31;4.25;5
543;2;50;30;31;3.5;1.75
544;2;50;10;11;3.25;2
545;2;50;30;31;4.75;2.75
546;2;50;3;4;4.5;2.75
547;2;50;10;11;3.5;2.25
548;2;50;30;31;2;1.75
549;2;50;30;31;1.5;1.25
550;2;50;3;4;3.25;2
551;2;50;30;31;2;1.25
552;2;50;3;4;4.75;0.75
553;2;50;10;11;3;3.25
554;2;50;30;31;0.75;2.25
555;2;50;30;31;1.75;3
556;2;50;10;11;3.75;1.5
557;2;50;30;31;4;3.5
558;2;50;3;4;4;1
559;2;50;10;11;1;2.75
560;2;50;10;11;4.75;3
561;2;50;10;11;1.5;3
562;2;50;30;31;4;1
563;2;50;30;31;2.5;1.75
564;2;50;10;11;1.25;3
565;2;50;30;31;5;0.75
566;2;50;10;11;3.5;1.5
567;2;50;30;31;1.75;2
568;2;50;30;31;2;4.25
569;2;50;3;4;1.25;3
570;2;50;10;11;4;1.5
571;2;50;30;31;1.5;1.75
572;2;50;30;31;1.25;0.75
573;2;50;30;31;1;2
574;2;50;10;11;0.5;1.25
575;2;50;3;4;3.5;1.75
576;2;50;30;31;2;2.25
577;2;50;10;11;1.5;2.5
578;2;50;30;31;4;3.75
579;2;50;30;31;1.75;1
580;2;50;30;31;2.25;3.5
581;2;50;30;31;0.5;1.75
582;2;50;30;31;3;2
583;2;50;30;31;3.25;1.25
584;2;50;30;31;1.25;1
585;2;50;30;31;3.5;0.75
586;2;50;3;4;1;2.5
587;2;50;30;31;1.5;2
588;2;50;30;31;3.75;1.75
589;2;50;10;11;1.75;2.75
590;2;50;30;31;1.75;1.75
591;2;50;30;31;2.25;1.75
592;2;50;3;4;1.5;3
593;2;50;10;11;4.5;3
594;2;50;30;31;3.75;2
595;2;50;10;11;2.25;2.75
596;2;50;30;31;4.75;1.5
597;2;50;3;4;0.75;2.25
598;2;50;30;31;1.5;2.5
599;2;50;10;11;4.75;3.75
600;2;50;30;31;1.25;2.25
601;2;50;30;31;1.75;1.5
602;2;50;30;31;3.25;1.5
603;2;50;30;31;1.5;4.5
604;2;50;30;31;2.25;2
605;2;50;1;2;2.25;0.75
606;2;50;30;31;2.25;1.5
607;2;50;30;31;4.75;1.25
608;2;50;10;11;1.25;2.25
609;2;50;30;31;3.75;1.5
610;2;50;3;4;4.5;2
611;2;50;30;31;1.25;2
612;2;50;30;31;3.5;2
613;2;50;10;11;3;3
614;2;50;10;11;4.5;3.5
615;2;50;30;31;3.5;3.25
616;2;50;10;11;0.5;1.5
617;2;50;30;31;4.5;1.5
618;2;50;30;31;2.25;4.5
619;2;50;30;31;2;2.75
620;2;50;10;11;2.5;1.75
621;2;50;10;11;4.25;3.25
622;2;50;30;31;5;2
623;2;50;30;31;2.25;2.25
624;2;50;30;31;0.5;0.75
625;2;50;10;11;4;1.75
626;2;50;30;31;3.5;4.75
627;2;50;10;11;3.5;2
628;2;50;10;11;2.25;1.75
629;2;50;30;31;1.5;4.25
630;2;50;10;11;4.25;4.25
631;2;50;30;31;4.5;3.25
632;2;50;3;4;3.75;1.5
633;2;50;30;31;2;0.75
634;2;50;10;11;1.5;2.75
635;2;50;3;4;5;3
636;2;50;3;4;4.75;1
637;2;50;3;4;4.25;1.25
638;2;50;10;11;1.25;2.75
639;2;50;10;11;4.75;2.75
640;2;50;3;4;4.75;2
641;2;50;3;4;4;1.75
642;2;50;10;11;3;2.5
643;2;50;30;31;2.5;2.5
644;2;50;30;31;4.25;2.25
645;2;50;10;11;1;4
646;2;50;30;31;4.5;4
647;2;50;30;31;3.25;1.75
648;2;50;30;31;3.75;5
649;2;50;30;31;2.75;1.5
650;2;50;30;31;3;2.25
651;2;50;3;4;3.75;2
652;2;50;30;31;3.75;3.75
653;2;50;10;11;3;3.75
654;2;50;30;31;2.5;3.25
655;2;50;30;31;3.5;4
656;2;50;10;11;2.5;2
657;2;50;30;31;0.75;3.5
658;2;50;30;31;3;4.5
659;2;50;10;11;3.5;3
660;2;50;10;11;2.25;2.5
661;2;50;30;31;2.75;4.5
662;2;50;3;4;0.5;1.5
663;2;50;30;31;1.25;2.5
664;2;50;10;11;2.75;2.5
665;2;50;30;31;2;2
666;2;50;30;31;3.5;1.25
667;2;50;10;11;3.5;2.5
668;2;50;30;31;3;2.75
669;2;50;3;4;4;2.75
670;2;50;30;31;4.5;1.75
671;2;50;30;31;2.75;3.25
672;2;50;30;31;2.5;1.5
673;2;50;30;31;0.5;1
674;2;50;30;31;2.25;1.25
675;2;50;1;2;1.25;1.5
676;2;50;30;31;1.25;4.25
677;2;50;10;11;4;3.25
678;2;50;10;11;1.25;3.25
679;2;50;1;2;3;0.5
680;2;50;10;11;2;2.75
681;2;50;30;31;1;4.25
682;2;50;30;31;1.5;1.5
683;2;50;30;31;2.75;2
684;2;50;1;2;0.5;0
685;2;50;10;11;2.75;3.25
686;2;50;30;31;0.75;1.75
687;2;50;3;4;2.75;3
688;2;50;30;31;4;1.75
689;2;50;10;11;1.75;3.25
690;2;50;3;4;0.5;1
691;2;50;10;11;5;3.5
692;2;50;30;31;0.75;4.25
693;2;50;30;31;4.25;1.5
694;2;50;10;11;1.5;3.25
695;2;50;30;31;4;4.5
696;2;50;30;31;1;3.5
697;2;50;30;31;3;1.5
698;2;50;10;11;4.5;1.75
699;2;50;30;31;1.75;2.25
700;2;50;30;31;4.5;4.5
701;2;50;3;4;3.75;1.75
702;2;50;30;31;3.75;2.25
703;2;50;30;31;3.5;3.75
704;2;50;30;31;3.25;3.25
705;2;50;30;31;1.75;2.75
706;2;50;30;31;2.75;3.5
707;2;50;30;31;1;2.75
708;2;50;30;31;1.75;3.25
709;2;50;30;31;3.25;2.5
710;2;50;30;31;1.75;4.5
711;2;50;30;31;4.5;2
712;2;50;30;31;5;1.75
713;2;50;30;31;0.75;3.25
714;2;50;30;31;2.5;2
715;2;50;10;11;2.25;2
716;2;50;10;11;2.25;3.5
717;2;50;10;11;4.25;1.75
718;2;50;10;11;4.75;3.25
719;2;50;30;31;2.5;2.75
720;2;50;3;4;2.5;3
721;2;50;30;31;1;4.5
722;2;50;10;11;4.5;3.25
723;2;50;30;31;4.25;2
724;2;50;10;11;5;2.75
725;2;50;10;11;3.75;4.25
726;2;50;3;4;4;2
727;2;50;30;31;3.75;4.5
728;2;50;30;31;3.25;3.5
729;2;50;10;11;2.75;2.25
730;2;50;30;31;2.5;3
731;2;50;10;11;2.75;3.5
732;2;50;10;11;1.25;4
733;2;50;3;4;0.5;1.25
734;2;50;30;31;1.5;3
735;2;50;30;31;3;3.5
736;2;50;30;31;4.25;1.75
737;2;50;30;31;4.25;2.75
738;2;50;30;31;1;3
739;2;50;10;11;4;3.75
740;2;50;10;11;3;2
741;2;50;30;31;5;1.5
742;2;50;30;31;0.75;3.75
743;2;50;10;11;4.25;3.5
744;2;50;30;31;4;2.25
745;2;50;30;31;4.5;2.5
746;2;50;10;11;3;2.75
747;2;50;30;31;2.75;3
748;2;50;10;11;1.25;4.75
749;2;50;30;31;1.5;3.75
750;2;50;10;11;4.25;4.5
751;2;50;10;11;1;3
752;2;50;10;11;3;2.25
753;2;50;30;31;3.75;4.75
754;2;50;30;31;3.25;3.75
755;2;50;3;4;5;2
756;2;50;30;31;3.25;2.25
757;2;50;10;11;5;2.5
758;2;50;3;4;0.75;2.5
759;2;50;10;11;2.75;3.75
760;2;50;10;11;3.75;3.5
761;2;50;30;31;1;2.25
762;2;50;30;31;3.25;2
763;2;50;1;2;1.75;1.5
764;2;50;10;11;4;2.75
765;2;50;10;11;1.75;5
766;2;50;10;11;4.25;2.75
767;2;50;30;31;3.5;2.25
768;2;50;10;11;4.75;3.5
769;2;50;3;4;4.25;1.5
770;2;50;10;11;4.75;2
771;2;50;10;11;3.5;2.75
772;2;50;10;11;4.5;2
773;2;50;30;31;1.25;3.75
774;2;50;30;31;0.75;1.5
775;2;50;10;11;1.75;4
776;2;50;10;11;4.25;2.5
777;2;50;30;31;2;3.5
778;2;50;30;31;1;3.25
779;2;50;30;31;3.5;5
780;2;50;10;11;3.75;3
781;2;50;10;11;5;1.75
782;2;50;30;31;2;4.5
783;2;50;30;31;4.25;2.5
784;2;50;30;31;2.5;5
785;2;50;30;31;2.25;4
786;2;50;30;31;1;5
787;2;50;30;31;4.75;2.5
788;2;50;10;11;2.5;3
789;2;50;10;11;3.25;4
790;2;50;30;31;1.75;3.5
791;2;50;10;11;0.75;3
792;2;50;10;11;5;3.25
793;2;50;30;31;5;3.75
794;2;50;3;4;1.75;3.25
795;2;50;30;31;4.25;3.5
796;2;50;10;11;2;4
797;2;50;3;4;5;2.25
798;2;50;30;31;4.75;1.75
799;2;50;10;11;3.25;3.25
800;2;50;3;4;4.25;1.75
801;2;50;30;31;0.75;4.5
802;2;50;30;31;1.75;4.25
803;2;50;30;31;2.75;2.75
804;2;50;30;31;4.25;4.75
805;2;50;10;11;4.25;4.75
806;2;50;10;11;2.25;4.5
807;2;50;30;31;0.5;2.25
808;2;50;10;11;3.5;4
809;2;50;30;31;2;2.5
810;2;50;30;31;2.25;3.25
811;2;50;10;11;3.5;3.5
812;2;50;10;11;2.75;3
813;2;50;30;31;1.25;3.5
814;2;50;10;11;2;3.25
815;2;50;30;31;1.5;3.25
816;2;50;10;11;4.75;4.5
817;2;50;10;11;2.75;2.75
818;2;50;30;31;4.75;5
